,CustomerID,Entropy,imax,iu,i
52,12413,-1371.1545103104104,180,29,286
53,12414,-1412.8033401333794,145,16,300
54,12415,-678285.5830282785,4662,443,75557
55,12417,-8158.348557325562,60,158,1552
56,12418,-2445.586966475136,407,34,407
57,12420,-2016.0228238758193,345,29,345
58,12421,-2339.0060788626806,104,32,484
59,12422,-1799.3833472267784,113,39,370
60,12423,-6932.366615984822,188,97,1339
61,12424,-4449.382256907629,532,30,740
62,12425,-3078.4616596555643,496,36,496
63,12426,-1432.6635729097773,258,30,258
64,12427,-2866.954513449338,79,26,533
65,12428,-22711.08858442067,852,257,3534
66,12429,-9366.422385473137,454,82,1557
67,12430,-557.1743503713375,117,11,117
68,12431,-15676.824274231334,107,163,2908
69,12432,-11754.935625099251,1090,106,1800
70,12433,-83444.34456849968,1852,219,11071
71,12434,-2160.0448798018315,77,46,394
72,12435,-14272.72390013255,879,31,2055
73,12436,-1129.24206616345,211,16,211
74,12437,-15576.674336946995,134,119,2923
75,12438,-7528.571712393541,586,84,1180
76,12441,-580.2906560172057,121,11,121
77,12442,-947.1292170479767,182,12,182
78,12444,-6620.5180830152585,582,138,1155
79,12445,-255.88233187279567,62,4,62
80,12446,-2063.9981738105303,352,58,352
81,12447,-996.9345737104924,190,26,190
82,12448,-1334.8139307317533,243,22,243
83,12449,-9301.442776424943,390,118,1553
84,12450,-532.337034670038,64,7,128
85,12451,-48680.85467465811,2334,265,6575
86,12452,-954.7222603311,183,21,185
87,12453,-2913.252118756684,473,43,473
88,12454,-6955.219774763643,1006,15,1006
89,12455,-14111.81820048211,1522,85,2089
90,12456,-10303.202878994354,445,105,1633
91,12457,-4433.275519777027,197,53,844
92,12458,-2801.0382349156052,270,35,506
93,12461,-1599.0649835667186,282,35,287
94,12462,-2998.1171671427237,287,51,536
95,12463,-4091.481854703714,189,65,776
96,12464,-304.29967065156416,21,6,112
97,12465,-2636.7382792370627,294,46,479
98,12468,-1924.086548891872,127,36,366
99,12471,-49790.74033698217,1063,150,8198
100,12472,-27020.832519271575,972,219,4148
101,12473,-16636.560616400027,532,140,2411
102,12474,-28448.3679916953,11,253,4833
103,12475,-3361.0127095893636,535,36,535
104,12476,-14035.872601439536,2,177,2408
105,12477,-23793.24534029344,639,191,3653
106,12478,-1289.464305986044,236,36,236
107,12479,-2291.9986837007973,385,31,385
108,12480,-10389.473009080033,367,129,1707
109,12481,-19703.58753041256,85,150,3294
110,12483,-5746.94600368883,293,46,1110
111,12484,-13854.050695377717,630,256,2187
112,12488,-2783.5096820812846,169,46,529
113,12489,-488.66583676653994,105,15,105
114,12490,-17882.273399696605,548,131,3064
115,12491,-1445.7772240640372,260,25,260
116,12492,-884.0520245280183,69,19,192
117,12493,-962.7213353543542,88,20,207
118,12494,-3486.362683869015,9,63,707
119,12497,-8799.869648589798,1236,14,1236
120,12498,-667.8787515417044,69,21,159
121,12500,-15507.906847586517,243,34,2678
122,12501,-13347.631817649979,1783,149,1783
123,12502,-4217.242633434988,171,102,820
124,12504,-391.8298431889531,87,6,90
125,12506,-72.11636696637044,23,23,23
126,12507,-5604.0146231695535,219,19,905
127,12508,-1364.4234236922543,202,57,271
128,12509,-220.40332518778592,55,7,55
129,12510,-1911.54716078801,294,29,353
130,12512,-421.5497265329913,92,31,96
131,12513,-2834.630979679763,462,35,462
132,12514,-2678.180879841415,440,51,440
133,12515,-638.6508493393508,131,16,131
134,12516,-5340.647637345288,345,20,875
135,12517,-7963.130094765053,413,232,1361
136,12518,-7386.247928717516,187,84,1318
137,12519,-903.8375454366151,175,17,175
138,12520,-8403.529611369908,618,121,1439
139,12521,-1771.6024545614034,309,38,309
140,12522,-898.2509727058721,129,11,194
141,12523,-3872.1823734200625,43,84,865
142,12524,-23625.386282653064,392,113,3699
143,12526,-3451.378889233715,318,64,632
144,12527,-1073.2093376909102,113,18,234
145,12528,-3775.7999786818864,281,50,756
146,12530,-5026.208773653197,95,51,913
147,12531,-171.29981203966437,45,17,45
148,12532,-769.6570019730426,153,16,153
149,12534,-4217.509777077778,651,63,651
150,12535,-1028.6838482724766,115,28,219
151,12536,-22233.586702503566,2801,259,2801
152,12538,-1003.1842247569064,191,21,191
153,12539,-12983.938096131924,643,157,2067
154,12540,-40831.90565124447,300,277,6685
155,12541,-3721.9232939297262,288,46,680
156,12544,-668.1210644601031,136,19,136
157,12545,-2939.0463188355407,346,42,523
158,12546,-3727.4645471347158,475,59,633
159,12547,-591.8288147846816,109,7,134
160,12548,-190.6991946074207,49,5,49
161,12550,-3609.6679670178823,569,57,569
162,12551,-460.51701859880916,100,10,100
163,12552,-380.9211936676812,85,20,88
164,12553,-10693.687886132617,446,95,1965
165,12556,-1839.7203941608363,163,100,355
166,12557,-30136.2357715177,400,15,4384
167,12558,-1034.5104732091813,196,11,196
168,12559,-1489.8256009315303,247,21,283
169,12560,-7100.895276209071,812,91,1110
170,12561,-916.1785026655677,177,16,177
171,12562,-9885.70410387306,183,99,1779
172,12564,-650.4164340534933,133,21,133
173,12565,-350.5621307739105,80,9,80
174,12566,-1478.628403886349,265,19,265
175,12567,-26602.71914407147,611,323,4305
176,12569,-7897.284041027286,115,92,1801
177,12571,-2927.3196808869307,197,31,523
178,12572,-2470.2463425950177,293,53,452
179,12573,-372.1886111028383,84,26,84
180,12574,-250.763305714572,61,11,61
181,12576,-5141.190572927855,199,72,967
182,12577,-2500.740557759953,134,137,469
183,12578,-7684.764795646823,748,111,1196
184,12579,-1610.9594163765655,285,29,285
185,12580,-1302.400420333811,238,24,238
186,12581,-818.1061027624986,161,15,161
187,12582,-1503.7309126963387,141,21,300
188,12583,-29961.367861888535,449,115,5060
189,12584,-1666.3231023477922,84,44,416
190,12585,-8349.715344123766,872,77,1279
191,12586,-345.1863803448947,79,11,79
192,12587,-200.5231072689406,51,4,51
193,12588,-210.42547141826248,53,10,53
194,12589,-1572.5630754827241,83,29,306
195,12590,-35806.83535889871,4282,67,4282
196,12591,-1237.8908034016126,228,26,228
197,12592,-1446.0202203563836,165,11,290
198,12593,-881.3868304795142,100,14,206
199,12594,-9835.602865168821,145,50,1777
200,12596,-2620.109876855024,156,25,474
201,12597,-15135.779006910398,230,184,2236
202,12598,-11124.222884577113,316,84,1964
203,12599,-4797.695738580866,216,32,956
204,12600,-3472.284543852258,31,32,774
205,12601,-976.3098573178099,87,21,245
206,12602,-824.1906063076461,162,12,162
207,12603,-266.168517335019,64,3,64
208,12604,-940.2059041734722,137,15,201
209,12607,-8734.938509492304,1228,101,1228
210,12609,-3516.236513715079,223,57,648
211,12610,-5919.1930061669555,457,85,1049
212,12611,-5702.479378226864,846,65,846
213,12612,-1458.9062599854074,262,19,262
214,12613,-10371.708141139878,485,124,1644
215,12614,-329.13573386176114,76,20,76
216,12615,-8059.244657700479,413,82,1376
217,12616,-1421.3156942203716,98,25,284
218,12617,-1122.8925814506683,210,39,210
219,12618,-438.17742638091227,96,11,96
220,12619,-20895.673049589474,44,49,3377
221,12620,-7072.387159069063,434,89,1181
222,12621,-45195.477850093135,227,261,7440
223,12622,-292.15334881721094,69,11,69
224,12623,-1003.1842247569064,191,18,191
225,12624,-1843.8015108343484,208,36,355
226,12625,-10800.837585550225,909,73,1612
227,12626,-21366.92169116235,412,232,3453
228,12627,-17097.166918231447,426,162,2752
229,12628,-2256.153048152284,195,34,448
230,12630,-3076.35924686841,284,60,548
231,12631,-1289.464305986044,236,31,236
232,12633,-6853.505390618029,589,73,1162
233,12635,-7530.261309897133,399,96,1172
234,12637,-18720.519846363688,708,205,2994
235,12638,-3668.4749877751738,577,39,577
236,12639,-1065.9642865198741,201,22,201
237,12640,-1582.3386316256235,246,47,311
238,12641,-307.919960569156,72,10,72
239,12642,-2918.2279884169066,277,39,552
240,12643,-10898.995816661918,578,11,1808
241,12644,-1879.7431842571646,325,31,325
242,12645,-6087.8510094753465,235,58,1084
243,12646,-5480.662264510111,489,43,897
244,12647,-7029.558688177766,80,79,1432
245,12648,-812.0278104374122,160,21,160
246,12649,-3325.1725534741886,204,28,586
247,12650,-1406.4829038227083,254,20,254
248,12651,-339.82328848178815,78,9,78
249,12652,-3143.402006784057,505,48,505
250,12653,-5700.761435111741,286,37,919
251,12654,-1058.7921654266802,77,31,264
252,12656,-10265.114624452934,200,89,1723
253,12657,-6100.860114058831,259,35,1044
254,12658,-1845.862718654007,320,36,320
255,12659,-488.66583676653994,105,5,105
256,12660,-615.211759980241,127,13,127
257,12662,-10938.807180146801,157,129,2058
258,12664,-6000.6348546966765,164,10,1203
259,12665,-133.6039627678363,37,3,37
260,12667,-2361.659877135943,395,33,395
261,12668,-9866.5797027168,337,115,1634
262,12669,-7203.172797287466,848,97,1114
263,12670,-7884.129540374986,278,58,1397
264,12672,-339.82328848178815,78,10,78
265,12673,-1813.9567013221927,171,42,351
266,12674,-6411.3309314201315,222,52,1133
267,12676,-3255.598148376745,250,33,670
268,12678,-76138.19070412622,1,105,10011
269,12679,-2884.3166221615375,333,43,554
270,12680,-2178.1495625462535,230,33,444
271,12681,-44747.19989715723,585,267,7536
272,12682,-29569.812902728725,132,209,5555
273,12683,-30315.454363918478,107,177,4987
274,12684,-11728.554840160767,460,61,1985
275,12685,-8760.41291205702,268,117,1523
276,12686,-499.9926852874239,107,7,107
277,12688,-24271.411256879623,3028,171,3028
278,12689,-3614.093360724343,281,57,628
279,12690,-494.32454397587907,106,16,106
280,12691,-1724.5308453656999,65,21,394
281,12693,-1077.9671888251594,47,35,255
282,12694,-2838.1705817115735,323,32,509
283,12695,-958.1196866851232,33,23,220
284,12697,-2610.5697404549037,162,37,508
285,12700,-19640.060252066247,779,193,2967
286,12701,-3975.8714119608167,246,50,678
287,12702,-210.42547141826248,53,12,53
288,12703,-836.3780941631686,164,21,164
289,12704,-4973.971609553043,157,64,1006
290,12705,-25221.43531245008,397,228,3997
291,12707,-1419.565425786768,256,33,256
292,12708,-6493.349574291531,89,86,1307
293,12709,-22317.23909292621,139,93,3912
294,12710,-4974.288141024303,386,75,851
295,12712,-4754.017524780701,60,58,1062
296,12713,-3165.084575369869,508,38,508
297,12714,-19936.831427481036,753,216,3069
298,12715,-1009.439111429334,192,20,192
299,12716,-4220.173901283542,503,60,708
300,12717,-2800.2153069569486,262,49,506
301,12718,-1078.5808137454828,203,19,203
302,12719,-1959.7868965381126,162,34,374
303,12720,-25461.408595608107,299,211,4672
304,12721,-11477.943664308288,129,133,1959
305,12722,-3201.280563883512,156,50,566
306,12723,-2215.526940268709,188,53,434
307,12724,-2139.935402468998,115,47,445
308,12725,-836.3780941631686,164,24,164
309,12726,-19320.74115339935,333,57,3143
310,12727,-12561.45334788299,126,109,2098
311,12728,-1980.338695107364,122,38,419
312,12729,-1270.091959680808,233,26,233
313,12731,-56537.09742043997,418,109,8437
314,12732,-522.7578523456691,111,12,111
315,12733,-674.0373868384531,137,22,137
316,12734,-394.0056396740822,88,4,88
317,12735,-1954.1423472292922,263,38,368
318,12736,-891.5194458481158,173,4,173
319,12738,-739.587416517089,148,11,148
320,12739,-2999.3122121046795,485,38,486
321,12740,-1995.5052720754109,342,27,342
322,12743,-1607.6543310898892,204,114,315
323,12744,-38056.430853749785,1091,177,5234
324,12747,-6123.940210002533,108,42,1275
325,12748,-145841.60195113136,1,1768,25286
326,12749,-8977.492841143505,262,160,1471
327,12750,-674.0373868384531,137,15,137
328,12752,-17471.69853340126,2262,53,2262
329,12753,-88489.0072519132,2409,132,11421
330,12754,-56565.89333800911,37,49,6481
331,12755,-3.295836866004329,3,3,3
332,12756,-715.6531151389441,144,4,144
333,12757,-14631.149659041646,311,237,2391
334,12758,-14889.128336371272,1109,84,2135
335,12759,-5153.494235343858,277,81,902
336,12762,-8189.544986234767,195,62,1227
337,12763,-1609.0094823430268,196,16,316
338,12764,-2298.953224613425,386,45,386
339,12766,-23027.115330067827,424,205,3646
340,12769,-2091.4753401833227,356,32,356
341,12770,-4911.747161225295,743,12,743
342,12772,-3514.3471716033237,556,55,556
343,12775,-4609.280818435011,113,47,877
344,12778,-4098.773383205301,117,40,825
345,12779,-11803.60378088622,140,88,2024
346,12781,-3902.6110004271372,346,25,671
347,12782,-5908.096063002064,193,81,1086
348,12783,-3167.9084382597016,176,75,622
349,12784,-1565.8649639671169,278,54,280
350,12785,-638.6508493393508,131,14,131
351,12787,-1193.4846724631402,65,17,261
352,12789,-5.545177444479562,4,4,4
353,12790,-848.5899728671862,166,21,166
354,12791,-443.74696491482814,97,2,97
355,12792,-1167.4377257182798,217,25,217
356,12793,-1522.0934135955515,65,21,295
357,12794,-3384.926188025888,227,43,592
358,12795,-286.9265239519753,68,14,68
359,12797,-562.9407856869485,118,13,118
360,12798,-17419.362470066095,2256,6,2256
361,12802,-1805.3093975751915,314,25,314
362,12808,-781.3909273799588,53,27,188
363,12809,-1186.5980601975195,220,25,220
364,12811,-1086.5558706734905,104,27,230
365,12812,-836.3780941631686,164,15,164
366,12814,-190.6991946074207,49,2,49
367,12815,-2000.7047280769339,239,38,379
368,12816,-534.9961247516743,77,27,128
369,12817,-210.42547141826248,53,4,53
370,12818,-6348.887018358056,929,14,929
371,12820,-3782.0205342210124,146,55,722
372,12821,-297.39466694345515,70,6,70
373,12822,-3174.458505294236,424,41,550
374,12823,-894.6823617410679,40,1,230
375,12824,-1263.6430702265839,232,25,232
376,12826,-5442.446779591606,80,58,1058
377,12827,-853.5160371801041,117,19,197
378,12828,-2246.7631856028993,84,46,494
379,12829,-1990.4279048848655,125,9,376
380,12830,-53848.8928686329,2668,13,7256
381,12831,-662.212095089188,135,9,135
382,12832,-905.5473415440674,132,27,195
383,12833,-787.7775371309278,156,24,156
384,12834,-517.0528402371658,110,18,110
385,12836,-6011.856004060735,260,148,1062
386,12837,-76.2732919283507,24,12,24
387,12838,-1853.1025633818535,228,115,355
388,12839,-21538.113940566418,271,95,3807
389,12840,-8993.191707179658,493,67,1511
390,12841,-13019.416771878603,186,229,2720
391,12842,-3120.627819697924,157,34,547
392,12843,-3793.1141055021717,52,69,781
393,12844,-520.2906660063124,77,47,125
394,12845,-909.5704459277451,21,26,204
395,12847,-5911.899740247973,873,72,873
396,12849,-3533.735429882628,489,47,597
397,12851,-494.32454397587907,106,43,106
398,12852,-745.5879995858734,149,17,149
399,12853,-4309.894572370915,138,66,800
400,12854,-3354.8643091159033,162,95,626
401,12855,-102.03592144986466,30,3,30
402,12856,-5640.342698574896,179,155,1076
403,12857,-1830.150449967542,274,37,343
404,12863,-984.4510890120305,188,5,188
405,12864,-1161.0601360597798,216,3,216
406,12865,-5693.052312763488,550,86,925
407,12866,-879.2244681619549,171,26,171
408,12867,-27647.01365994916,377,240,4284
409,12868,-4737.162290975357,112,72,928
410,12871,-925.0611399077559,80,8,200
411,12872,-1629.997275913821,203,58,319
412,12873,-621.059873781711,128,4,128
413,12875,-1650.9370707469045,291,1,291
414,12876,-13457.002548666653,651,67,1941
415,12877,-5690.780561828309,170,100,1178
416,12878,-3083.3300183918636,212,38,547
417,12879,-1811.984758290384,58,7,370
418,12881,-63.93497119219188,21,7,21
419,12882,-1186.1544831411816,106,12,246
420,12883,-793.4418562056885,68,39,196
421,12884,-161.73160497482317,43,7,43
422,12885,-3731.51981016781,346,66,655
423,12886,-4586.496175518041,416,75,770
424,12888,-281.7379652945849,52,4,76
425,12890,-1419.565425786768,256,78,256
426,12891,-5679.040041194058,100,2,950
427,12893,-404.9828703297238,90,27,90
428,12895,-990.6539661313543,142,22,210
429,12897,-442.28602157351736,64,3,110
430,12901,-68224.66022003701,480,30,10613
431,12902,-276.51721297374405,66,10,66
432,12904,-1469.3968033562514,165,59,294
433,12906,-10934.583526908713,956,55,1749
434,12908,-7676.315586259376,600,1,1200
435,12909,-7175.322918957447,167,78,1280
436,12910,-9584.881230711344,502,48,1692
437,12912,-3338.5700299143427,126,17,670
438,12913,-8396.139432226628,146,37,1419
439,12915,-357.7211281011108,41,19,93
440,12916,-6073.242851957489,313,53,1083
441,12917,-574.4990091338454,120,2,120
442,12919,-3255.847282724696,108,34,673
443,12920,-621.059873781711,128,27,128
444,12921,-54933.696981243156,140,233,9526
445,12922,-2187.99611208616,370,28,370
446,12923,-286.9265239519753,68,28,68
447,12924,-2421.249945349232,17,22,481
448,12925,-3030.3250449428133,258,42,541
449,12928,-8503.430398518609,250,59,1472
450,12929,-133.6039627678363,37,8,37
451,12930,-1221.3232876683599,108,20,252
452,12931,-169129.74577980835,200,27,21056
453,12933,-2650.1874271994902,65,102,499
454,12935,-10599.475821663382,325,80,1853
455,12936,-3104.5855262719865,434,56,559
456,12937,-5745.019777154797,192,81,1007
457,12938,-691.8299391653026,140,9,140
458,12939,-32191.303690715737,552,21,4876
459,12940,-2204.220759263455,95,87,404
460,12942,-843.6602405027209,69,68,198
461,12944,-1437.2795077899273,145,29,289
462,12945,-842.4810031935957,165,23,165
463,12947,-6417.752029441367,184,83,1165
464,12948,-5671.727987088698,168,82,1080
465,12949,-14655.35144790221,909,166,2381
466,12950,-8650.437142918086,164,13,1380
467,12951,-2313.018251009847,135,53,503
468,12952,-3567.911770659842,408,64,653
469,12953,-372.1886111028383,84,17,84
470,12955,-21962.43901629559,404,81,3664
471,12956,-119.89625783694949,34,19,34
472,12957,-15185.272601585955,352,208,2549
473,12962,-540.3463957507288,78,15,129
474,12963,-4326.242667023399,172,75,881
475,12965,-1591.017794004548,282,108,282
476,12966,-323.81160851522327,75,10,75
477,12967,-2458.820739803844,360,19,438
478,12968,-313.2035392038325,73,5,73
479,12970,-1329.2078171060741,6,116,268
480,12971,-47164.362369969895,84,94,9289
481,12974,-76.2732919283507,24,8,24
482,12976,-3550.9734279982326,561,22,561
483,12977,-29.818879797456006,12,9,12
484,12980,-4354.45954896775,100,6,886
485,12981,-1161.980705722838,134,12,242
486,12982,-1630.9326182791524,288,28,288
487,12984,-84.71050998855854,26,4,26
488,12985,-10189.185067324677,841,73,1533
489,12987,-1028.428024875085,108,27,219
490,12988,-609.3715202758863,126,75,126
491,12989,-16699.210879010057,30,41,2943
492,12990,-843.557947988773,50,8,200
493,12991,-2292.3892868505736,361,31,405
494,12993,-1016.9487989893951,64,26,240
495,12994,-2310.404896836567,166,52,459
496,12995,-505.67017252941577,108,3,108
497,12997,-3406.4832395580943,115,45,664
498,12999,-1873.7984790224764,310,25,342
499,13000,-1893.1512191042248,77,30,379
500,13001,-33675.32792767126,447,166,5490
501,13002,-313.2035392038325,73,7,73
502,13003,-368.544543790969,31,4,103
503,13004,-27648.570999641703,255,277,4822
504,13005,-795.8160578570242,135,21,172
505,13006,-220.40332518778592,55,4,55
506,13008,-903.8375454366151,175,14,175
507,13011,-33.34434164699998,13,3,13
508,13012,-4036.6792454851325,165,67,820
509,13013,-11910.94196316826,363,155,2224
510,13014,-4211.048797712463,146,67,907
511,13015,-9830.966057698777,187,155,1608
512,13016,-2920.3534288160963,315,39,527
513,13017,-185.81764852357878,48,1,48
514,13018,-30188.3787329722,166,313,5435
515,13021,-7092.675722335575,57,101,1352
516,13023,-1421.1675281332577,159,36,286
517,13026,-9569.837502021048,156,32,1620
518,13027,-74177.78053435066,2640,6,9840
519,13028,-4780.096314829112,380,40,798
520,13029,-514.9003772905619,30,8,134
521,13030,-1795.3512441266562,174,76,348
522,13032,-1963.5010187462224,175,55,375
523,13033,-366.7637704471177,83,11,83
524,13034,-1951.364002816401,116,37,369
525,13035,-3757.156144351922,212,23,644
526,13037,-2142.048466516817,158,44,431
527,13038,-1749.6207216179464,186,24,360
528,13040,-1839.1560556856286,167,38,355
529,13043,-1406.4829038227083,254,13,254
530,13044,-2600.365018220119,429,33,429
531,13045,-1192.9939570354234,221,18,221
532,13046,-1313.5868228737916,76,33,264
533,13047,-7359.945802538731,83,106,1391
534,13048,-7036.482853519343,347,77,1228
535,13049,-1336.7578621922805,78,14,268
536,13050,-20465.594093372576,182,246,3748
537,13052,-1199.394378775646,222,18,222
538,13055,-5404.992083395303,252,74,894
539,13058,-152.6501580335402,9,5,52
540,13059,-124.43718215212947,35,8,35
541,13060,-591.8986757108073,123,15,123
542,13061,-499.9926852874239,107,10,107
543,13062,-2002.3415433779173,343,11,343
544,13064,-2558.8077841416125,60,51,514
545,13065,-318.5008168971086,74,14,74
546,13066,-1640.1099457707587,136,48,322
547,13067,-110.90354888959125,32,14,32
548,13068,-921.0340371976183,100,1,200
549,13069,-24857.499034642897,181,281,4433
550,13070,-517.0528402371658,110,9,110
551,13072,-292.15334881721094,69,7,69
552,13075,-2999.3122121046795,485,22,485
553,13077,-4845.119728309793,303,99,862
554,13078,-31090.095576351276,151,95,5630
555,13079,-171.32251697744988,4,2,62
556,13080,-574.4990091338454,120,6,120
557,13081,-150778.67515301675,1338,503,19160
558,13082,-20287.392026689056,1032,63,3124
559,13083,-876.1911260195702,143,15,187
560,13085,-1051.8733939043173,172,17,216
561,13089,-192567.91228030215,192,636,31025
562,13090,-12099.727955932207,76,98,2263
563,13091,-2863.190505502551,466,21,466
564,13092,-1263.076646257371,31,19,279
565,13093,-25304.55148089036,256,97,3961
566,13094,-8652.365780148033,192,4,1716
567,13095,-715.6531151389441,144,6,144
568,13097,-13072.565338863962,90,214,2360
569,13098,-105188.59987768534,211,156,15968
570,13099,-1630.9326182791524,288,1,288
571,13101,-534.1948235144945,113,8,113
572,13102,-22162.601128080263,210,140,4204
573,13103,-361.35097827566875,82,8,82
574,13104,-2282.2450049264266,96,14,504
575,13106,-52.02669164213096,18,1,18
576,13107,-7611.0230797176855,468,54,1293
577,13108,-1697.7338589786107,298,10,298
578,13109,-2891.5544481280745,260,41,520
579,13110,-1610.6768912865468,70,109,388
580,13113,-15160.958885089356,105,95,3050
581,13115,-9821.579038421532,621,88,1567
582,13116,-1650.9370707469045,291,30,291
583,13117,-4581.00708775975,130,66,945
584,13118,-1882.0936690989572,97,68,410
585,13120,-29.818879797456006,12,1,12
586,13121,-1393.4161300528788,252,50,252
587,13122,-3561.398625274839,537,54,585
588,13124,-13961.592931515403,930,185,2119
589,13126,-12457.959950481325,108,124,2143
590,13127,-615.211759980241,127,15,127
591,13130,-110.90354888959125,32,2,32
592,13131,-2239.30684862194,128,30,447
593,13132,-59.914645471079815,20,3,20
594,13133,-90.31181919297396,11,7,32
595,13134,-6464.461920064973,162,94,1059
596,13136,-7545.416102142035,276,94,1328
597,13137,-12534.22451439093,136,345,2204
598,13138,-2093.9241335317574,125,31,473
599,13139,-14841.770565330795,210,132,2425
600,13140,-764.4319829270634,74,40,185
601,13141,-9097.513569459936,178,113,1548
602,13142,-1432.6635729097773,258,23,258
603,13144,-63.93497119219188,21,3,21
604,13145,-590.7240102376136,24,4,144
605,13146,-775.690700771699,154,16,154
606,13147,-524.181880903859,24,1,144
607,13148,-10614.612517354675,178,231,1965
608,13149,-7397.417006924803,276,76,1280
609,13151,-2139.6682288381407,363,73,363
610,13153,-2522.8312387953483,418,15,418
611,13155,-2446.696297409342,168,67,497
612,13157,-8624.062432001245,190,69,1439
613,13158,-4159.7395555443145,135,59,784
614,13159,-5938.779854431835,377,114,1058
615,13160,-225.41969468116838,56,4,56
616,13161,-97.65157906960775,29,8,29
617,13162,-11046.891963813847,942,74,1713
618,13165,-9044.792938231145,496,40,1376
619,13166,-1161.0601360597798,216,39,216
620,13167,-4288.146035937811,367,51,785
621,13168,-3579.9116518040028,355,102,670
622,13169,-1348.182609507627,96,11,272
623,13170,-697.7751445433217,141,29,141
624,13171,-1007.5026073199268,53,37,229
625,13173,-1370.2079058484746,114,41,277
626,13174,-8362.002532195835,674,228,1352
627,13176,-2734.9473681219133,448,66,448
628,13177,-410.4882150930333,91,17,91
629,13178,-20802.591847372914,388,95,3570
630,13182,-1065.9642865198741,201,11,201
631,13183,-12257.842727992298,400,51,2208
632,13184,-8917.268142809946,134,138,1662
633,13185,-29.818879797456006,12,1,12
634,13186,-4628.600562759358,360,69,820
635,13187,-432.6183047020514,95,37,95
636,13188,-80.47189562170502,25,2,25
637,13189,-5114.3629773935,526,29,842
638,13192,-3388.7723042030125,298,57,595
639,13193,-176.11750423849838,46,22,46
640,13194,-84.71050998855854,26,3,26
641,13196,-7461.504392734593,320,97,1224
642,13198,-16384.560541229905,270,199,2648
643,13199,-33105.67382583087,452,48,6176
644,13200,-2618.353222710086,249,42,516
645,13203,-4296.753241994794,145,56,800
646,13207,-543.4256551808483,72,7,130
647,13208,-4049.9476298145896,157,124,803
648,13209,-28614.14140464869,117,255,4253
649,13210,-1818.8145394934643,316,22,316
650,13211,-4935.591627334292,46,45,834
651,13212,-1536.30678254542,78,128,309
652,13213,-8343.668600027631,182,82,1360
653,13216,-1691.0384452244018,297,5,297
654,13217,-1228.1968253798843,100,3,262
655,13218,-394.0056396740822,88,5,88
656,13220,-810.4381154417379,12,18,196
657,13221,-1180.145217066076,153,62,244
658,13223,-333.37282668813623,48,5,88
659,13224,-10079.050276046546,665,101,1518
660,13225,-21544.672286927962,864,23,3416
661,13226,-350.5621307739105,80,16,80
662,13227,-454.9168651633244,99,9,99
663,13228,-1059.6634733096073,200,2,200
664,13229,-261.0174877626666,63,10,63
665,13230,-8205.73076364859,33,393,1638
666,13232,-3721.555873835508,196,147,773
667,13233,-6262.729403825993,404,43,1004
668,13235,-2685.268790072059,441,53,441
669,13236,-2228.156277588663,168,34,416
670,13238,-1316.760405656173,33,20,298
671,13239,-2139.6682288381407,363,22,363
672,13240,-1316.6122702874488,131,59,298
673,13242,-512.512697694855,20,12,130
674,13243,-1263.6430702265839,232,56,232
675,13244,-138.22827406960266,38,27,38
676,13245,-603.5392171627877,125,16,125
677,13246,-9017.214506615122,292,110,1587
