,CustomerID,Entropy,imax,iu,i
220,12615.0,-8059.244657700479,413,82,1376
221,12616.0,-1421.3156942203716,98,25,273
222,12617.0,-1141.9552312961075,213,39,213
223,12618.0,-438.17742638091227,96,11,96
224,12619.0,-20895.673049589474,44,50,3354
225,12620.0,-7072.387159069063,434,89,1181
226,12621.0,-45195.477850093135,227,261,7404
227,12622.0,-292.15334881721094,69,11,69
228,12623.0,-1003.1842247569064,191,18,191
229,12624.0,-1843.8015108343484,208,36,355
230,12625.0,-10800.837585550225,909,74,1577
231,12626.0,-21366.92169116235,412,232,3350
232,12627.0,-17097.166918231447,426,162,2752
233,12628.0,-2256.153048152284,195,34,445
234,12630.0,-3076.35924686841,284,60,548
235,12631.0,-1289.464305986044,236,31,236
236,12633.0,-6853.505390618029,589,73,1149
237,12635.0,-7530.261309897133,399,96,1172
238,12637.0,-18767.641608767874,708,205,2990
239,12638.0,-3668.4749877751738,577,39,577
240,12639.0,-1065.9642865198741,201,22,201
241,12640.0,-1582.3386316256235,246,47,311
242,12641.0,-307.919960569156,72,10,72
243,12642.0,-2918.2279884169066,277,39,552
244,12643.0,-10898.995816661918,578,11,1808
245,12644.0,-1879.7431842571646,325,31,325
246,12645.0,-6087.8510094753465,235,58,1072
247,12646.0,-5480.662264510111,489,43,897
248,12647.0,-7029.558688177766,80,79,1420
249,12648.0,-812.0278104374122,160,21,160
250,12649.0,-3325.1725534741886,204,30,574
251,12650.0,-1406.4829038227083,254,20,254
252,12651.0,-339.82328848178815,78,9,78
253,12652.0,-3143.402006784057,505,48,502
254,12653.0,-5700.761435111741,286,37,919
255,12654.0,-1058.7921654266802,77,31,264
256,12656.0,-10265.114624452934,200,89,1708
257,12657.0,-6100.860114058831,259,35,654
258,12658.0,-1845.862718654007,320,36,320
259,12659.0,-488.66583676653994,105,5,105
260,12660.0,-615.211759980241,127,13,127
261,12662.0,-10938.807180146801,157,129,2040
262,12664.0,-6000.6348546966765,164,10,1202
263,12665.0,-133.6039627678363,37,3,36
264,12666.0,0.0,-56,2,-56
265,12667.0,-2361.659877135943,395,33,395
266,12668.0,-9866.5797027168,337,115,1595
267,12669.0,-7203.172797287466,848,98,1114
268,12670.0,-7884.129540374986,278,58,1391
269,12672.0,-339.82328848178815,78,10,78
270,12673.0,-1813.9567013221927,171,42,351
271,12674.0,-6411.3309314201315,222,52,1102
272,12676.0,-3255.598148376745,250,33,670
273,12678.0,-84769.49407459858,1,105,10899
274,12679.0,-2884.3166221615375,333,45,530
275,12680.0,-2178.1495625462535,230,33,444
276,12681.0,-44747.19989715723,585,267,7518
277,12682.0,-29693.09772717462,132,209,5575
278,12683.0,-30315.454363918478,107,177,4903
279,12684.0,-11728.554840160767,460,61,1985
280,12685.0,-8760.41291205702,268,117,1523
281,12686.0,-499.9926852874239,107,7,107
282,12688.0,-24271.411256879623,3028,171,3028
283,12689.0,-3614.093360724343,281,57,628
284,12690.0,-494.32454397587907,106,16,106
285,12691.0,-1724.5308453656999,65,21,394
286,12693.0,-1077.9671888251594,47,35,250
287,12694.0,-2838.1705817115735,323,32,509
288,12695.0,-958.1196866851232,33,23,220
289,12697.0,-2610.5697404549037,162,37,499
290,12700.0,-19640.060252066247,779,193,2963
291,12701.0,-3975.8714119608167,246,50,678
292,12702.0,-210.42547141826248,53,12,53
293,12703.0,-836.3780941631686,164,21,161
294,12704.0,-4973.971609553043,157,64,1003
295,12705.0,-25221.43531245008,397,228,3973
296,12707.0,-1419.565425786768,256,33,256
297,12708.0,-6493.349574291531,89,86,1270
298,12709.0,-22478.28302283705,139,103,3832
299,12710.0,-4974.288141024303,386,75,849
300,12712.0,-4754.017524780701,60,59,1044
301,12713.0,-3165.084575369869,508,38,508
302,12714.0,-19936.831427481036,753,216,3069
303,12715.0,-1040.7911345613838,197,20,197
304,12716.0,-4220.173901283542,503,60,708
305,12717.0,-2800.2153069569486,262,49,505
306,12718.0,-1078.5808137454828,203,19,203
307,12719.0,-1959.7868965381126,162,34,361
308,12720.0,-25461.408595608107,299,211,4654
309,12721.0,-11477.943664308288,129,134,1954
310,12722.0,-3201.280563883512,156,50,560
311,12723.0,-2215.526940268709,188,53,434
312,12724.0,-2139.935402468998,115,47,445
313,12725.0,-836.3780941631686,164,24,164
314,12726.0,-19320.74115339935,333,57,3143
315,12727.0,-12561.45334788299,126,109,2085
316,12728.0,-1980.338695107364,122,38,419
317,12729.0,-1270.091959680808,233,26,233
318,12731.0,-56537.09742043997,418,109,8366
319,12732.0,-522.7578523456691,111,12,111
320,12733.0,-674.0373868384531,137,22,137
321,12734.0,-394.0056396740822,88,4,88
322,12735.0,-1954.1423472292922,263,38,368
323,12736.0,-891.5194458481158,173,4,173
324,12738.0,-739.587416517089,148,11,148
325,12739.0,-2999.3122121046795,485,38,486
326,12740.0,-1995.5052720754109,342,27,342
327,12743.0,-1631.1436688403462,205,114,319
328,12744.0,-38063.36232555538,1091,178,5234
329,12747.0,-6123.940210002533,108,42,1275
330,12748.0,-148817.43142407615,1,1769,24210
331,12749.0,-8977.492841143505,262,160,1422
332,12750.0,-674.0373868384531,137,15,137
333,12752.0,-17471.69853340126,2262,53,2262
334,12753.0,-88489.0072519132,2409,132,11250
335,12754.0,-56565.89333800911,37,50,6479
336,12755.0,-10873.415901370843,1488,5,866
337,12756.0,-715.6531151389441,144,4,144
338,12757.0,-14686.788566691095,311,237,2385
339,12758.0,-14889.128336371272,1109,84,2135
340,12759.0,-5153.494235343858,277,81,902
341,12762.0,-8189.544986234767,195,62,1227
342,12763.0,-1609.0094823430268,196,16,316
343,12764.0,-2298.953224613425,386,45,386
344,12766.0,-23027.115330067827,424,205,3646
345,12769.0,-2091.4753401833227,356,32,356
346,12770.0,-4911.747161225295,743,12,743
347,12772.0,-3514.3471716033237,556,55,556
348,12775.0,-4609.280818435011,113,47,853
349,12778.0,-4098.773383205301,117,40,824
350,12779.0,-11803.60378088622,140,88,1996
351,12781.0,-3902.6110004271372,346,25,592
352,12782.0,-5908.096063002064,193,81,1070
353,12783.0,-3167.9084382597016,176,76,622
354,12784.0,-1699.1201533397305,298,54,300
355,12785.0,-638.6508493393508,131,14,128
356,12787.0,-1193.4846724631402,65,17,261
357,12789.0,-5.545177444479562,4,4,4
358,12790.0,-848.5899728671862,166,21,166
359,12791.0,-443.74696491482814,97,2,97
360,12792.0,-1167.4377257182798,217,25,217
361,12793.0,-1522.0934135955515,65,21,295
362,12794.0,-3384.926188025888,227,43,592
363,12795.0,-286.9265239519753,68,14,68
364,12797.0,-562.9407856869485,118,13,79
365,12798.0,-39557.85680029956,2256,6,5256
366,12802.0,-1805.3093975751915,314,25,302
367,12808.0,-781.3909273799588,53,27,188
368,12809.0,-1186.5980601975195,220,25,219
369,12811.0,-1086.5558706734905,104,27,230
370,12812.0,-836.3780941631686,164,15,164
371,12814.0,-190.6991946074207,49,2,49
372,12815.0,-2000.7047280769339,239,38,379
373,12816.0,-534.9961247516743,77,27,128
374,12817.0,-210.42547141826248,53,4,53
375,12818.0,-6348.887018358056,929,14,923
376,12820.0,-3782.0205342210124,146,55,722
377,12821.0,-297.39466694345515,70,6,70
378,12822.0,-3174.458505294236,424,41,548
379,12823.0,-894.6823617410679,40,1,230
380,12824.0,-1263.6430702265839,232,25,232
381,12826.0,-5442.446779591606,80,58,1054
382,12827.0,-853.5160371801041,117,19,197
383,12828.0,-2246.7631856028993,84,46,494
384,12829.0,-1990.4279048848655,125,9,375
385,12830.0,-74034.91366181619,2668,14,9847
386,12831.0,-662.212095089188,135,9,135
387,12832.0,-905.5473415440674,132,27,195
388,12833.0,-787.7775371309278,156,24,156
389,12834.0,-517.0528402371658,110,18,110
390,12836.0,-6024.502016087169,260,148,1064
391,12837.0,-76.2732919283507,24,12,24
392,12838.0,-1876.5416527409634,228,115,359
393,12839.0,-21538.113940566418,271,96,3804
394,12840.0,-8993.191707179658,493,67,1505
395,12841.0,-13237.32805273036,186,230,2683
396,12842.0,-3120.627819697924,157,34,547
397,12843.0,-3793.1141055021717,52,69,753
398,12844.0,-520.2906660063124,77,47,125
399,12845.0,-909.5704459277451,21,26,204
400,12847.0,-6192.421690607328,909,72,909
401,12849.0,-3719.8596776069317,514,47,623
402,12851.0,-511.3569191629766,109,43,109
403,12852.0,-745.5879995858734,149,17,145
404,12853.0,-4309.894572370915,138,66,782
405,12854.0,-3361.184876095057,162,97,622
406,12855.0,-102.03592144986466,30,3,30
407,12856.0,-5659.23462464827,180,155,1076
408,12857.0,-1830.150449967542,274,37,343
409,12863.0,-984.4510890120305,188,5,186
410,12864.0,-1161.0601360597798,216,3,216
411,12865.0,-5693.052312763488,550,87,877
412,12866.0,-879.2244681619549,171,26,171
413,12867.0,-27752.905300534734,377,241,4274
414,12868.0,-4737.162290975357,112,72,928
415,12870.0,0.0,-2,2,-2
416,12871.0,-925.0611399077559,80,8,200
417,12872.0,-1629.997275913821,203,58,319
418,12873.0,-621.059873781711,128,4,128
419,12875.0,-14532.693143247898,1728,1,2019
420,12876.0,-13457.002548666653,651,67,1941
421,12877.0,-5690.780561828309,170,100,1178
422,12878.0,-3083.3300183918636,212,38,536
423,12879.0,-1811.984758290384,58,7,363
424,12881.0,-63.93497119219188,21,7,21
425,12882.0,-1186.1544831411816,106,12,246
426,12883.0,-793.4418562056885,68,39,196
427,12884.0,-161.73160497482317,43,7,43
428,12885.0,-3731.51981016781,346,66,654
429,12886.0,-4586.496175518041,416,75,761
430,12888.0,-281.7379652945849,52,4,68
431,12890.0,-1439.21846798018,259,78,259
432,12891.0,-5679.040041194058,100,2,950
433,12893.0,-438.17742638091227,96,27,96
434,12895.0,-990.6539661313543,142,22,204
435,12897.0,-442.28602157351736,64,3,110
436,12901.0,-169223.89800046032,480,32,20915
437,12902.0,-276.51721297374405,66,10,66
438,12904.0,-1516.518390032049,165,59,302
439,12906.0,-10934.583526908713,956,55,1749
440,12908.0,-7676.315586259376,600,2,0
441,12909.0,-7175.322918957447,167,78,1270
442,12910.0,-9584.881230711344,502,48,1692
443,12912.0,-3338.5700299143427,126,17,670
444,12913.0,-8396.139432226628,146,37,1419
445,12915.0,-357.7211281011108,41,19,93
446,12916.0,-6309.849471329384,325,53,1111
447,12917.0,-574.4990091338454,120,2,120
448,12919.0,-3255.847282724696,108,34,668
449,12920.0,-626.9158001626557,129,27,129
450,12921.0,-54933.696981243156,140,233,9454
451,12922.0,-2187.99611208616,370,28,370
452,12923.0,-292.15334881721094,69,28,69
453,12924.0,-2421.249945349232,17,22,480
454,12925.0,-3030.3250449428133,258,42,541
455,12928.0,-8503.430398518609,250,59,1472
456,12929.0,-133.6039627678363,37,8,36
457,12930.0,-1221.3232876683599,108,20,250
458,12931.0,-237773.616534714,200,29,23377
459,12933.0,-2650.1874271994902,65,103,498
460,12935.0,-10599.475821663382,325,80,1852
461,12936.0,-3104.5855262719865,434,56,539
462,12937.0,-5745.019777154797,192,81,1007
463,12938.0,-691.8299391653026,140,9,140
464,12939.0,-32191.303690715737,552,21,4876
465,12940.0,-2251.432844195516,95,88,406
466,12942.0,-871.5073961326648,69,68,203
467,12943.0,0.0,-1,1,-1
468,12944.0,-1437.2795077899273,145,29,289
469,12945.0,-842.4810031935957,165,23,165
470,12947.0,-6417.752029441367,184,83,1157
471,12948.0,-5671.727987088698,168,82,1077
472,12949.0,-14655.35144790221,909,166,2363
473,12950.0,-8650.437142918086,164,13,1380
474,12951.0,-2313.018251009847,135,54,500
475,12952.0,-3567.911770659842,408,64,652
476,12953.0,-372.1886111028383,84,17,84
477,12955.0,-21962.43901629559,404,81,3642
478,12956.0,-119.89625783694949,34,19,34
479,12957.0,-15185.272601585955,352,208,2531
480,12962.0,-540.3463957507288,78,15,129
481,12963.0,-4326.242667023399,172,76,873
482,12965.0,-1597.6614720330363,283,108,283
483,12966.0,-323.81160851522327,75,10,75
484,12967.0,-2458.820739803844,360,21,243
485,12968.0,-313.2035392038325,73,5,73
486,12970.0,-1597.966754008284,6,116,310
487,12971.0,-47164.362369969895,84,95,9203
488,12974.0,-76.2732919283507,24,8,24
489,12976.0,-3550.9734279982326,561,22,561
490,12977.0,-29.818879797456006,12,9,12
491,12980.0,-4354.45954896775,100,6,864
492,12981.0,-1161.980705722838,134,12,242
493,12982.0,-1630.9326182791524,288,28,278
494,12984.0,-84.71050998855854,26,4,26
495,12985.0,-10189.185067324677,841,73,1413
496,12987.0,-1028.428024875085,108,27,217
497,12988.0,-668.1210644601031,136,75,136
498,12989.0,-16699.210879010057,30,41,2915
499,12990.0,-843.557947988773,50,8,200
500,12991.0,-2292.3892868505736,361,31,405
501,12993.0,-1016.9487989893951,64,26,240
502,12994.0,-2310.404896836567,166,52,440
503,12995.0,-505.67017252941577,108,3,98
504,12997.0,-3406.4832395580943,115,45,648
505,12999.0,-1873.7984790224764,310,25,342
506,13000.0,-1893.1512191042248,77,30,379
507,13001.0,-33792.97601903586,447,166,5497
508,13002.0,-313.2035392038325,73,7,73
509,13003.0,-368.544543790969,31,4,103
510,13004.0,-27648.570999641703,255,277,4796
511,13005.0,-795.8160578570242,135,21,167
512,13006.0,-220.40332518778592,55,4,55
513,13008.0,-903.8375454366151,175,15,115
514,13011.0,-33.34434164699998,13,3,13
515,13012.0,-4058.8093350941504,165,68,671
516,13013.0,-11910.94196316826,363,155,2217
517,13014.0,-4211.048797712463,146,67,886
518,13015.0,-9899.926153736826,187,156,1617
519,13016.0,-2920.3534288160963,315,39,527
520,13017.0,-185.81764852357878,48,1,48
521,13018.0,-30188.3787329722,166,313,5434
522,13021.0,-7092.675722335575,57,103,1336
523,13023.0,-1421.1675281332577,159,36,286
524,13026.0,-9569.837502021048,156,34,1586
525,13027.0,-139761.45320557005,3600,6,17280
526,13028.0,-4780.096314829112,380,40,796
527,13029.0,-514.9003772905619,30,8,134
528,13030.0,-2081.8310524547123,204,76,394
529,13032.0,-1963.5010187462224,175,55,367
530,13033.0,-366.7637704471177,83,11,83
531,13034.0,-1951.364002816401,116,37,369
532,13035.0,-3757.156144351922,212,23,627
533,13037.0,-2142.048466516817,158,44,431
534,13038.0,-1749.6207216179464,186,24,360
535,13040.0,-1839.1560556856286,167,38,355
536,13043.0,-1406.4829038227083,254,13,251
537,13044.0,-2600.365018220119,429,33,429
538,13045.0,-1192.9939570354234,221,18,221
539,13046.0,-1313.5868228737916,76,33,264
540,13047.0,-7359.945802538731,83,106,1355
541,13048.0,-7103.88035181538,347,77,1230
542,13049.0,-1336.7578621922805,78,14,268
543,13050.0,-20465.594093372576,182,246,3707
544,13052.0,-1199.394378775646,222,18,222
545,13055.0,-5404.992083395303,252,74,891
546,13058.0,-152.6501580335402,9,5,52
547,13059.0,-124.43718215212947,35,8,35
548,13060.0,-591.8986757108073,123,15,123
549,13061.0,-499.9926852874239,107,10,107
550,13062.0,-2002.3415433779173,343,11,343
551,13064.0,-2570.8156617389623,60,51,516
552,13065.0,-318.5008168971086,74,14,74
553,13066.0,-1640.1099457707587,136,48,320
554,13067.0,-110.90354888959125,32,14,32
555,13068.0,-921.0340371976183,100,1,200
556,13069.0,-36114.0145879085,181,285,5466
557,13070.0,-517.0528402371658,110,9,110
558,13072.0,-292.15334881721094,69,7,69
559,13075.0,-2999.3122121046795,485,22,485
560,13077.0,-4851.808396669468,303,99,863
561,13078.0,-31090.095576351276,151,96,5557
562,13079.0,-171.32251697744988,4,2,62
563,13080.0,-574.4990091338454,120,6,120
564,13081.0,-150778.67515301675,1338,511,19021
565,13082.0,-29248.636282637122,1032,63,4313
566,13083.0,-876.1911260195702,143,15,187
567,13085.0,-1051.8733939043173,172,17,108
568,13089.0,-192885.08476137757,192,636,30787
569,13090.0,-12099.727955932207,76,98,2194
570,13091.0,-2863.190505502551,466,21,450
571,13092.0,-1263.076646257371,31,19,271
572,13093.0,-25304.55148089036,256,99,3943
573,13094.0,-8652.365780148033,192,4,1542
574,13095.0,-715.6531151389441,144,6,144
575,13097.0,-13091.731098938944,90,215,2341
576,13098.0,-105188.59987768534,211,163,15911
577,13099.0,-1630.9326182791524,288,1,288
578,13101.0,-534.1948235144945,113,8,113
579,13102.0,-22162.601128080263,210,141,4160
580,13103.0,-361.35097827566875,82,8,82
581,13104.0,-2282.2450049264266,96,14,504
582,13106.0,-52.02669164213096,18,1,14
583,13107.0,-7611.0230797176855,468,54,1288
584,13108.0,-1697.7338589786107,298,10,298
585,13109.0,-2891.5544481280745,260,41,514
586,13110.0,-1610.6768912865468,70,109,384
587,13113.0,-15160.958885089356,105,113,2594
588,13115.0,-9821.579038421532,621,92,1534
589,13116.0,-1650.9370707469045,291,30,290
590,13117.0,-4581.00708775975,130,66,945
591,13118.0,-1882.0936690989572,97,68,389
592,13120.0,-29.818879797456006,12,1,12
593,13121.0,-1393.4161300528788,252,50,227
594,13122.0,-3561.398625274839,537,54,585
595,13124.0,-14170.677097139818,930,185,2147
596,13126.0,-12457.959950481325,108,124,2130
597,13127.0,-615.211759980241,127,15,127
598,13130.0,-110.90354888959125,32,2,32
599,13131.0,-2239.30684862194,128,30,443
600,13132.0,-59.914645471079815,20,3,20
601,13133.0,-90.31181919297396,11,7,32
602,13134.0,-6464.461920064973,162,94,1044
603,13135.0,-35975.39229723111,4300,1,4300
604,13136.0,-7545.416102142035,276,97,1312
605,13137.0,-12675.280447494646,141,346,2225
606,13138.0,-2093.9241335317574,125,31,473
607,13139.0,-14841.770565330795,210,132,2418
608,13140.0,-769.7427745451781,75,40,186
609,13141.0,-9097.513569459936,178,113,1547
610,13142.0,-1432.6635729097773,258,23,258
611,13144.0,-63.93497119219188,21,3,21
612,13145.0,-590.7240102376136,1,5,142
613,13146.0,-775.690700771699,154,16,154
614,13147.0,-524.181880903859,24,1,144
615,13148.0,-10672.923574971623,178,238,1828
616,13149.0,-7397.417006924803,276,76,1280
617,13151.0,-2139.6682288381407,363,73,361
